area_type,availability,location,bhk,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Hulimavu,2,1500.0,2.0,0.0,90.0
Super built-up  Area,18-May,Sarjapur  Road,3,1157.0,2.0,1.0,72.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,1179.0,2.0,1.0,51.0
Super built-up  Area,Ready To Move,Hulimavu,2,1315.0,2.0,0.0,60.48
Super built-up  Area,Ready To Move,Banashankari,3,1800.0,3.0,2.0,175.0
Super built-up  Area,Ready To Move,Jalahalli East,2,1010.0,2.0,1.0,52.0
Super built-up  Area,18-Jan,Electronic City,1,630.0,1.0,1.0,46.0
Plot  Area,19-Apr,Anekal,2,1200.0,2.0,1.0,36.1
Super built-up  Area,Ready To Move,Kaval Byrasandra,2,1025.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Hennur Road,2,1195.0,2.0,2.0,59.0
Super built-up  Area,18-Feb,Whitefield,2,1012.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1884.0,4.0,2.0,118.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,1090.0,2.0,1.0,37.0
Super built-up  Area,Ready To Move,Harlur,3,1710.0,3.0,3.0,85.0
Super built-up  Area,Ready To Move,Uttarahalli,3,1500.0,3.0,1.0,68.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,3,1310.0,2.0,2.0,53.0
Super built-up  Area,18-Dec,Dommasandra,2,674.0,1.0,1.0,19.9
Built-up  Area,Ready To Move,Hoodi,3,1350.0,3.0,2.0,70.0
Built-up  Area,18-Dec,Electronic City,3,1400.0,2.0,1.0,40.45
Super built-up  Area,19-Dec,Electronic City Phase II,3,1625.0,2.0,2.0,48.75
Built-up  Area,18-Dec,Electronic City,2,1065.0,2.0,1.0,30.76
Super built-up  Area,Ready To Move,CV Raman Nagar,2,1040.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Haralur Road,3,1817.0,3.0,2.0,110.0
Super built-up  Area,Ready To Move,Amruthahalli,2,1340.0,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,980.0,2.0,2.0,35.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,2,1006.0,2.0,0.0,44.0
Super built-up  Area,Ready To Move,Thanisandra,2,1098.0,2.0,1.0,71.0
Built-up  Area,Ready To Move,Mico Layout,2,1200.0,2.0,1.0,53.5
Super built-up  Area,Ready To Move,Thigalarapalya,4,4190.0,4.0,2.0,325.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1019.0,2.0,1.0,62.0
Super built-up  Area,18-May,Whitefield,2,1150.0,2.0,2.0,40.21
Super built-up  Area,Ready To Move,Kanakpura Road,3,1452.0,3.0,3.0,55.6
Super built-up  Area,Ready To Move,Domlur,2,1246.0,2.0,1.0,95.0
Built-up  Area,Ready To Move,Yelahanka,3,1890.0,4.0,2.0,85.0
Super built-up  Area,18-May,Electronic City Phase II,2,972.0,2.0,1.0,40.0
Plot  Area,Ready To Move,Brookefield,4,1500.0,5.0,3.0,160.0
Super built-up  Area,18-Aug,Electronic City,1,630.0,1.0,1.0,33.7
Plot  Area,Ready To Move,Ramamurthy Nagar,4,1900.0,4.0,2.0,185.0
Plot  Area,Ready To Move,Doddaballapur,3,2440.0,3.0,1.0,142.0
Super built-up  Area,21-May,Kanakpura Road,3,1938.0,3.0,3.0,92.69
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1711.0,3.0,2.0,125.0
Super built-up  Area,18-Jul,CV Raman Nagar,2,1392.0,2.0,1.0,95.0
Super built-up  Area,18-Mar,Haralur Road,2,1225.0,2.0,1.0,77.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,3418.0,3.0,2.0,235.0
Super built-up  Area,Ready To Move,Green Glen Layout,3,1750.0,3.0,2.0,120.0
Super built-up  Area,Ready To Move,Subramanyapura,3,1260.0,2.0,1.0,80.0
Super built-up  Area,19-Dec,Sarjapur  Road,1,691.0,1.0,1.0,31.1
Plot  Area,Ready To Move,BTM 2nd Stage,4,2400.0,3.0,2.0,400.0
Super built-up  Area,Ready To Move,Haralur Road,2,1285.0,2.0,1.0,78.0
Built-up  Area,Ready To Move,Hebbal,3,1590.0,3.0,2.0,96.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3,1571.0,3.0,2.0,65.0
Built-up  Area,Ready To Move,Hebbal Kempapura,5,2800.0,5.0,1.0,220.0
Super built-up  Area,Ready To Move,Garudachar Palya,2,1060.0,2.0,1.0,48.66
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1520.0,2.0,3.0,81.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1530.0,2.0,2.0,70.99
Super built-up  Area,Ready To Move,OMBR Layout,3,1580.0,3.0,2.0,75.0
Super built-up  Area,Ready To Move,Ardendale,3,1777.26,3.0,2.0,89.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1303.0,2.0,2.0,55.78
Built-up  Area,Ready To Move,Kodichikkanahalli,2,1680.0,2.0,3.0,59.0
Built-up  Area,Ready To Move,Whitefield,3,1495.0,2.0,2.0,70.0
Super built-up  Area,18-Mar,Yelahanka,3,1835.0,3.0,1.0,108.0
Built-up  Area,18-Dec,Electronic City,2,1025.0,2.0,1.0,29.61
Super built-up  Area,18-Aug,Haralur Road,2,1225.0,2.0,1.0,67.48
Super built-up  Area,20-Jan,Balagere,1,656.0,1.0,1.0,34.77
Super built-up  Area,Ready To Move,Sarjapur  Road,2,994.0,2.0,2.0,45.0
Built-up  Area,Ready To Move,Marathahalli,2,1156.0,2.0,2.0,52.0
Super built-up  Area,Ready To Move,JP Nagar,2,1250.0,2.0,2.0,60.0
Built-up  Area,Ready To Move,Kundalahalli,4,3092.0,4.0,3.0,230.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1930.0,4.0,2.0,122.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3,1310.0,2.0,1.0,70.0
Super built-up  Area,19-Dec,Jalahalli,1,612.5,1.0,0.0,27.565
Built-up  Area,Ready To Move,Kanakpura Road,2,1322.0,2.0,3.0,70.0
Super built-up  Area,Ready To Move,Kothanur,2,1160.0,2.0,2.0,57.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,3,1720.0,3.0,3.0,150.0
Super built-up  Area,18-Jul,Hosur Road,3,1689.0,3.0,2.0,103.0
Super built-up  Area,Ready To Move,Chikkalasandra,2,1090.0,2.0,1.0,47.42
Super built-up  Area,Ready To Move,KR Puram,2,2000.0,2.0,0.0,75.0
Built-up  Area,18-Jun,Sarjapur  Road,4,3913.0,5.0,0.0,176.0
Super built-up  Area,Ready To Move,Hebbal,3,3520.0,5.0,2.0,320.0
Super built-up  Area,18-Jun,JP Nagar,2,1125.0,2.0,2.0,39.98
Built-up  Area,18-Apr,Yelahanka,3,1847.0,3.0,3.0,92.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1515.0,2.0,1.0,76.0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8,3450.0,7.0,2.0,225.0
Plot  Area,Ready To Move,Yelahanka,5,2500.0,3.0,1.0,120.0
Built-up  Area,Ready To Move,Sarjapur  Road,2,1130.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Bellandur,2,1049.0,2.0,1.0,51.0
Super built-up  Area,Ready To Move,Amruthahalli,3,2650.0,4.0,0.0,175.0
Super built-up  Area,18-Dec,Varthur Road,2,850.0,2.0,1.0,25.4
Super built-up  Area,20-Dec,Jakkur,2,1282.0,2.0,1.0,72.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,800.0,2.0,1.0,40.0
Super built-up  Area,18-Sep,Chandapura,3,1190.0,2.0,2.0,30.35
Super built-up  Area,18-May,Magadi Road,3,1318.0,2.0,1.0,68.0
Super built-up  Area,19-Jul,Kanakpura Road,2,1698.0,2.0,1.0,105.0
Super built-up  Area,Ready To Move,Kammasandra,3,1276.0,2.0,1.0,31.9
Super built-up  Area,17-May,Sarjapur  Road,3,1881.0,3.0,2.0,145.0
Super built-up  Area,18-Jul,Yelahanka,3,1890.0,3.0,2.0,109.0
Super built-up  Area,20-Dec,Old Madras Road,2,935.0,2.0,1.0,32.0
Super built-up  Area,Ready To Move,Cox Town,2,1000.0,2.0,3.0,58.0
Super built-up  Area,Ready To Move,Singasandra,3,1510.0,3.0,2.0,75.0
Built-up  Area,Ready To Move,Uttarahalli,2,1120.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Ananth Nagar,2,930.0,2.0,1.0,25.99
Super built-up  Area,Ready To Move,Talaghattapura,2,1175.0,2.0,2.0,62.0
Built-up  Area,Ready To Move,Bellandur,3,1350.0,2.0,1.0,63.0
Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,3.0,2.0,330.0
Super built-up  Area,Ready To Move,Attibele,2,996.0,2.0,1.0,24.9
Super built-up  Area,Ready To Move,Kasavanhalli,3,1715.0,3.0,3.0,112.0
Super built-up  Area,Ready To Move,Hebbal,2,1072.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Panathur,2,1230.0,2.0,1.0,80.0
Super built-up  Area,Ready To Move,Murugeshpalya,3,1600.0,2.0,1.0,65.0
Super built-up  Area,18-Dec,Thanisandra,3,1411.0,3.0,1.0,93.25
Built-up  Area,Ready To Move,Rayasandra,5,3600.0,5.0,3.0,145.0
Super built-up  Area,Ready To Move,Jalahalli,3,2404.0,3.0,2.0,138.0
Plot  Area,Ready To Move,Sahakara Nagar,4,1200.0,4.0,2.0,190.0
Plot  Area,18-Apr,Nagarbhavi,3,1200.0,3.0,2.0,226.0
Built-up  Area,Ready To Move,Doddathoguru,3,1208.0,3.0,1.0,45.0
Super built-up  Area,18-Dec,Haralur Road,2,1225.0,2.0,1.0,69.84
Super built-up  Area,18-Sep,Hebbal,2,1162.0,2.0,1.0,69.0
Super built-up  Area,Ready To Move,Thanisandra,3,1262.0,2.0,1.0,65.0
Built-up  Area,18-Dec,Electronic City Phase II,2,1160.0,2.0,1.0,33.51
Plot  Area,18-Jul,Channasandra,3,1500.0,3.0,1.0,61.95
Super built-up  Area,Ready To Move,Sarjapur  Road,3,2275.0,4.0,2.0,182.0
Super built-up  Area,18-Jul,Hosa Road,2,1170.0,2.0,2.0,65.0
Built-up  Area,Ready To Move,Channasandra,3,1800.0,3.0,2.0,60.0
Super built-up  Area,20-Dec,Banashankari Stage VI,3,1423.0,2.0,1.0,71.73
Super built-up  Area,Ready To Move,Kaggadasapura,2,1106.0,2.0,3.0,40.0
Plot  Area,Ready To Move,Cunningham Road,4,7500.0,6.0,2.0,1800.0
Super built-up  Area,17-Aug,Babusapalaya,2,1061.0,2.0,1.0,38.95
Super built-up  Area,18-May,Electronic City Phase II,3,1400.0,2.0,2.0,40.45
Super built-up  Area,Ready To Move,Domlur,3,2100.0,3.0,2.0,145.0
Super built-up  Area,Ready To Move,Electronic City,2,660.0,1.0,1.0,16.5
Built-up  Area,Ready To Move,Kengeri,2,633.0,1.0,1.0,18.0
Super built-up  Area,Ready To Move,Indira Nagar,2,1260.0,2.0,3.0,120.0
Super built-up  Area,Ready To Move,ITPL,2,907.0,2.0,0.0,55.43
Super built-up  Area,18-Oct,Hennur Road,3,2047.0,3.0,2.0,67.55
Built-up  Area,Ready To Move,Bellandur,2,1211.0,2.0,1.0,63.0
Super built-up  Area,Ready To Move,Hennur Road,3,1904.0,3.0,2.0,129.0
Super built-up  Area,20-Jan,Balagere,2,1205.0,2.0,1.0,73.87
Super built-up  Area,Ready To Move,Yeshwanthpur,2,1164.0,2.0,2.0,64.08
Built-up  Area,Ready To Move,Hennur,2,1420.0,2.0,1.0,62.0
Super built-up  Area,Ready To Move,Panathur,2,1125.0,2.0,2.0,45.0
Built-up  Area,Ready To Move,NRI Layout,3,1789.0,3.0,3.0,75.0
Super built-up  Area,Ready To Move,Hulimavu,2,1021.0,2.0,1.0,76.0
Super built-up  Area,18-May,Ananth Nagar,2,1074.0,2.0,2.0,26.85
Super built-up  Area,Ready To Move,Kalena Agrahara,2,1222.0,2.0,3.0,48.0
Super built-up  Area,Ready To Move,Hennur Road,3,1981.0,3.0,1.0,134.0
Built-up  Area,Ready To Move,Yelachenahalli,2,1103.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,970.0,2.0,1.0,36.0
Super built-up  Area,Ready To Move,Sarjapur,2,920.0,2.0,2.0,33.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1520.0,3.0,3.0,85.0
Super built-up  Area,17-Nov,Sonnenahalli,3,1268.0,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Harlur,3,1755.0,3.0,2.0,115.0
Super built-up  Area,Ready To Move,Hoskote,2,945.0,2.0,1.0,35.0
Carpet  Area,18-Jul,8th Phase JP Nagar,1,500.0,1.0,1.0,33.0
Super built-up  Area,Ready To Move,Harlur,4,2820.0,4.0,0.0,153.5
Built-up  Area,Ready To Move,Bommenahalli,4,1632.0,3.0,0.0,140.0
Super built-up  Area,Ready To Move,Rachenahalli,2,1167.0,2.0,2.0,37.5
Super built-up  Area,Ready To Move,Domlur,2,1276.0,2.0,2.0,80.0
Built-up  Area,Ready To Move,Thanisandra,2,1234.0,2.0,2.0,51.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1180.0,2.0,1.0,75.0
Built-up  Area,Ready To Move,Electronic City,3,1400.0,3.0,1.0,90.0
Plot  Area,Ready To Move,Whitefield,5,1500.0,6.0,3.0,155.0
Super built-up  Area,18-Jul,Ramagondanahalli,2,1251.0,2.0,1.0,46.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1677.0,3.0,2.0,92.13
Super built-up  Area,19-Mar,Sarjapur  Road,2,1346.0,2.0,1.0,67.38
Built-up  Area,18-Jul,Electronic City Phase II,2,1090.0,2.0,1.0,31.48
Super built-up  Area,Ready To Move,Kanakapura,3,1290.0,2.0,3.0,51.1
Super built-up  Area,18-Jul,Rajaji Nagar,5,7514.0,7.0,2.0,1500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1881.0,3.0,2.0,145.0
Super built-up  Area,Ready To Move,Garudachar Palya,2,1150.0,2.0,2.0,52.0
Built-up  Area,Ready To Move,Sarjapur,3,2690.0,3.0,2.0,295.0
Super built-up  Area,Ready To Move,Dairy Circle,3,2735.0,4.0,2.0,340.0
Built-up  Area,Ready To Move,Bommasandra Industrial Area,3,1491.0,3.0,3.0,40.5
Super built-up  Area,19-Jul,Ramamurthy Nagar,2,1050.0,2.0,1.0,51.66
Super built-up  Area,22-Jun,Hoodi,3,1660.0,3.0,2.0,131.0
Super built-up  Area,Ready To Move,Nagavarapalya,2,1134.0,2.0,2.0,55.0
Built-up  Area,Ready To Move,Hebbal,2,1100.0,2.0,1.0,60.0
Plot  Area,19-May,Anekal,2,1200.0,2.0,1.0,36.1
Plot  Area,Ready To Move,Nagarbhavi,4,1200.0,4.0,3.0,240.0
Super built-up  Area,Ready To Move,CV Raman Nagar,1,705.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Anandapura,2,1200.0,2.0,1.0,50.0
Super built-up  Area,21-Dec,Talaghattapura,3,1804.0,3.0,2.0,127.0
Built-up  Area,Ready To Move,Malleshwaram,4,2800.0,4.0,2.0,252.0
Super built-up  Area,18-May,Battarahalli,2,1090.0,2.0,2.0,38.37
Plot  Area,Ready To Move,R.T. Nagar,2,1500.0,2.0,0.0,230.0
Built-up  Area,Ready To Move,Electronic City,3,1287.0,3.0,1.0,55.0
Super built-up  Area,Ready To Move,Thigalarapalya,3,2215.0,4.0,2.0,157.0
Built-up  Area,Ready To Move,Sarjapur  Road,2,1045.0,2.0,2.0,42.15
Super built-up  Area,19-Jul,Hormavu,2,1263.0,2.0,1.0,47.36
Super built-up  Area,Ready To Move,Whitefield,3,1431.0,3.0,2.0,85.0
Super built-up  Area,Ready To Move,Dommasandra,2,999.0,2.0,2.0,32.9
Super built-up  Area,18-Apr,Marathahalli,4,2524.0,5.0,2.0,180.0
Super built-up  Area,21-Dec,Kanakpura Road,3,1300.0,3.0,2.0,69.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,2095.0,3.0,2.0,150.0
Super built-up  Area,Ready To Move,Kudlu Gate,2,1215.0,2.0,1.0,44.96
Plot  Area,Ready To Move,Yelahanka New Town,2,2200.0,2.0,0.0,180.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2,1028.0,2.0,1.0,51.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1835.0,2.0,2.0,92.0
Super built-up  Area,Ready To Move,Munnekollal,3,1800.0,3.0,3.0,65.0
Super built-up  Area,18-May,1st Phase JP Nagar,3,2077.0,3.0,3.0,175.0
Plot  Area,Ready To Move,Sarjapur  Road,4,2880.0,3.0,2.0,211.0
Super built-up  Area,Ready To Move,Dasanapura,2,708.0,2.0,1.0,31.15
Super built-up  Area,Ready To Move,Basavangudi,2,1200.0,2.0,3.0,120.0
Built-up  Area,Ready To Move,Hosakerehalli,2,925.0,2.0,1.0,46.25
Built-up  Area,18-Mar,Bannerghatta Road,3,2826.0,3.0,1.0,148.0
Carpet  Area,20-Dec,Kanakpura Road,1,458.0,1.0,0.0,33.66
Built-up  Area,Ready To Move,Amruthahalli,3,1450.0,2.0,1.0,90.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,1100.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,2,1185.0,2.0,3.0,55.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,4,1900.0,4.0,2.0,80.0
Plot  Area,Ready To Move,TC Palaya,2,1200.0,2.0,1.0,70.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1920.0,4.0,2.0,121.0
Built-up  Area,Ready To Move,Sarjapur  Road,4,3418.0,2.0,2.0,222.0
Super built-up  Area,18-Sep,Bhoganhalli,2,1205.0,2.0,1.0,68.32
Super built-up  Area,Ready To Move,Haralur Road,2,1200.0,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1421.0,2.0,2.0,73.0
Super built-up  Area,19-Dec,Whitefield,1,524.0,1.0,1.0,29.0
Built-up  Area,Ready To Move,HSR Layout,5,4200.0,5.0,2.0,245.0
Super built-up  Area,Ready To Move,Thubarahalli,3,1540.0,3.0,2.0,90.0
Super built-up  Area,20-Nov,Rachenahalli,2,985.0,2.0,1.0,50.17
Built-up  Area,18-Jun,Whitefield,4,2830.0,4.0,3.0,161.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1700.0,2.0,2.0,86.0
Super built-up  Area,19-Dec,Devanahalli,2,1360.0,2.0,0.0,62.425
Super built-up  Area,Ready To Move,Electronic City,2,1258.0,2.0,1.0,85.5
Built-up  Area,Ready To Move,Electronic City,2,1386.0,2.0,1.0,85.0
Built-up  Area,18-Aug,Electronic City Phase II,2,1140.0,2.0,1.0,32.92
Built-up  Area,Ready To Move,Electronic City,1,550.0,1.0,1.0,27.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1200.0,2.0,3.0,83.0
Super built-up  Area,Ready To Move,Whitefield,4,2135.0,3.0,2.0,149.0
Built-up  Area,18-Aug,Whitefield,4,2500.0,4.0,0.0,100.0
Super built-up  Area,Ready To Move,Devarachikkanahalli,2,991.0,2.0,2.0,40.0
Super built-up  Area,Ready To Move,Gottigere,3,1493.0,2.0,3.0,90.0
Super built-up  Area,Ready To Move,Subramanyapura,3,2495.0,3.0,3.0,130.0
Super built-up  Area,Ready To Move,Kammasandra,2,1080.0,2.0,1.0,31.99
Super built-up  Area,Ready To Move,Electronic City,2,1025.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Whitefield,4,3075.0,2.0,3.0,188.0
Super built-up  Area,Ready To Move,Whitefield,3,1760.0,3.0,2.0,160.0
Built-up  Area,Ready To Move,Marathahalli,4,3090.0,4.0,2.0,350.0
Super built-up  Area,20-Dec,Hebbal,4,4235.0,5.0,3.0,364.0
Super built-up  Area,Ready To Move,KR Puram,2,1100.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Banashankari,2,1450.0,2.0,2.0,50.75
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3,1810.0,3.0,3.0,131.0
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3,2400.0,2.0,3.0,195.0
Built-up  Area,Ready To Move,Kalyan nagar,2,1100.0,2.0,1.0,70.0
Super built-up  Area,Ready To Move,Electronic City Phase II,1,650.0,1.0,1.0,35.0
Super built-up  Area,18-Dec,Kaikondrahalli,2,900.0,2.0,1.0,27.0
Super built-up  Area,Ready To Move,Billekahalli,2,1360.0,2.0,3.0,110.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1,674.0,1.0,1.0,36.85
Super built-up  Area,18-Jul,Whitefield,3,1655.0,3.0,2.0,110.0
Super built-up  Area,Ready To Move,Hormavu,2,1015.0,2.0,1.0,39.08
Super built-up  Area,Ready To Move,Budigere,2,1153.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Kengeri,2,1035.0,2.0,1.0,51.5
Built-up  Area,Ready To Move,KR Puram,5,3300.0,3.0,1.0,255.0
Super built-up  Area,Ready To Move,Uttarahalli,2,1150.0,2.0,1.0,46.0
Super built-up  Area,Ready To Move,Malleshwaram,2,1020.0,2.0,1.0,80.0
Super built-up  Area,18-Jun,Old Madras Road,4,3715.0,6.0,0.0,212.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,1160.0,2.0,1.0,95.0
Built-up  Area,Ready To Move,Brookefield,2,1225.0,2.0,2.0,72.0
Plot  Area,Ready To Move,Malleshwaram,2,600.0,1.0,0.0,90.0
Built-up  Area,Ready To Move,Nagappa Reddy Layout,3,1350.0,3.0,2.0,60.0
Super built-up  Area,21-Oct,Kanakpura Road,3,1300.0,3.0,1.0,69.0
Super built-up  Area,18-Dec,Channasandra,2,830.0,2.0,1.0,36.28
Super built-up  Area,Ready To Move,Sarakki Nagar,4,3126.0,5.0,3.0,345.0
Super built-up  Area,Ready To Move,Jalahalli,2,905.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Vijayanagar,3,1375.0,2.0,0.0,75.0
Super built-up  Area,18-Apr,Electronic City,2,1140.0,2.0,2.0,33.84
Super built-up  Area,Ready To Move,Hormavu,3,1550.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Kannamangala,2,957.0,2.0,1.0,55.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,2,890.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,KR Puram,4,3000.0,4.0,2.0,235.0
Super built-up  Area,Ready To Move,Rachenahalli,2,925.0,2.0,1.0,37.0
Built-up  Area,Ready To Move,Kammasandra,2,1415.0,2.0,2.0,60.0
Built-up  Area,Ready To Move,Hennur Road,4,2000.0,4.0,0.0,90.0
Super built-up  Area,19-Dec,Whitefield,1,840.0,1.0,1.0,57.0
Super built-up  Area,18-Dec,Thanisandra,3,1732.0,3.0,1.0,112.0
Super built-up  Area,Ready To Move,Bhoganhalli,2,1260.0,2.0,1.0,69.9
Super built-up  Area,Ready To Move,Whitefield,3,1725.0,3.0,2.0,106.0
Built-up  Area,Ready To Move,Jalahalli,2,1000.0,2.0,0.0,70.0
Plot  Area,Ready To Move,TC Palaya,1,1350.0,1.0,0.0,55.0
Plot  Area,Ready To Move,7th Phase JP Nagar,4,3200.0,4.0,2.0,350.0
Super built-up  Area,Ready To Move,Bellandur,3,1717.0,3.0,2.0,110.0
Super built-up  Area,21-Dec,Kanakpura Road,2,700.0,2.0,1.0,34.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,2367.0,4.0,3.0,340.0
Super built-up  Area,Ready To Move,Sonnenahalli,3,1415.0,2.0,1.0,65.0
Super built-up  Area,19-Dec,7th Phase JP Nagar,3,1976.0,3.0,1.0,145.0
Super built-up  Area,Ready To Move,Kambipura,2,883.0,2.0,1.0,37.01
Super built-up  Area,Ready To Move,Yelahanka,1,700.0,1.0,1.0,38.0
Super built-up  Area,Ready To Move,Sarjapur,3,1445.0,3.0,1.0,50.0
Super built-up  Area,19-Dec,Battarahalli,3,2082.0,3.0,2.0,104.0
Super built-up  Area,Ready To Move,Thanisandra,2,933.0,2.0,1.0,66.0
Built-up  Area,Ready To Move,Electronic City Phase II,2,1155.0,2.0,1.0,57.0
Super built-up  Area,Ready To Move,Bannerghatta,2,1200.0,2.0,2.0,73.2
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1555.0,3.0,2.0,125.0
Super built-up  Area,Ready To Move,Bellandur,3,1420.0,3.0,2.0,62.0
Super built-up  Area,18-Apr,Devanahalli,1,658.0,1.0,1.0,26.91
Carpet  Area,18-Dec,Bhoganhalli,2,896.9,2.0,1.0,78.74
Plot  Area,Ready To Move,Giri Nagar,4,4000.0,3.0,2.0,750.0
Built-up  Area,Ready To Move,KR Puram,2,1035.0,2.0,2.0,40.0
Plot  Area,Ready To Move,Whitefield,4,2064.0,5.0,2.0,225.0
Built-up  Area,Ready To Move,Yelahanka New Town,1,488.0,1.0,1.0,20.0
Built-up  Area,Ready To Move,Banashankari Stage II,3,1200.0,2.0,1.0,198.0
Super built-up  Area,Ready To Move,Gunjur Palya,2,993.0,2.0,2.0,42.0
Super built-up  Area,Ready To Move,Hoodi,2,1225.0,2.0,1.0,45.0
Built-up  Area,Ready To Move,Sompura,2,825.0,2.0,1.0,32.0
Super built-up  Area,Ready To Move,Bellandur,4,3596.0,4.0,2.0,359.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3,1800.0,3.0,3.0,92.0
Super built-up  Area,21-Mar,Kanakpura Road,2,1167.0,2.0,1.0,63.0
Super built-up  Area,Ready To Move,Sarjapur,2,1150.0,2.0,1.0,41.0
Built-up  Area,Ready To Move,Sarjapur  Road,1,675.0,1.0,1.0,27.0
Plot  Area,Ready To Move,Whitefield,3,4800.0,4.0,2.0,600.0
Super built-up  Area,Ready To Move,Yelahanka New Town,2,1100.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Uttarahalli,3,1330.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Ulsoor,3,1685.0,4.0,2.0,185.0
Super built-up  Area,18-Apr,Banashankari,3,1770.0,3.0,3.0,108.0
Super built-up  Area,Ready To Move,Prithvi Layout,3,2100.0,3.0,3.0,125.0
Super built-up  Area,Ready To Move,Pai Layout,2,1000.0,2.0,3.0,42.0
Plot  Area,Ready To Move,Ramamurthy Nagar,4,2916.0,5.0,1.0,230.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1419.59,2.0,1.0,65.0
Built-up  Area,Ready To Move,Horamavu Agara,2,750.0,2.0,1.0,37.49
Super built-up  Area,Ready To Move,Bannerghatta,2,1070.0,2.0,1.0,87.0
Super built-up  Area,18-Dec,Kannamangala,3,1536.0,3.0,1.0,107.0
Built-up  Area,Ready To Move,Koramangala,3,1710.0,3.0,2.0,210.0
Carpet  Area,Ready To Move,JP Nagar,3,2400.0,3.0,3.0,196.0
Super built-up  Area,18-Mar,Sarjapur  Road,3,1773.5,2.0,2.0,102.92
Super built-up  Area,18-Apr,Electronic City,2,1342.0,2.0,1.0,72.0
Super built-up  Area,19-Dec,Kanakapura,1,938.0,1.0,1.0,50.0
Super built-up  Area,Ready To Move,Budigere,3,1820.0,3.0,2.0,99.0
Super built-up  Area,Ready To Move,Bhoganhalli,4,2439.0,4.0,3.0,170.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1665.0,3.0,2.0,78.0
Super built-up  Area,Ready To Move,Basavangudi,3,1850.0,3.0,2.0,150.0
Built-up  Area,Ready To Move,Bommanahalli,2,1091.0,2.0,1.0,40.0
Super built-up  Area,18-Apr,Sarjapur  Road,2,1346.0,2.0,1.0,74.03
