area_type,availability,location,bhk,total_sqft,bath,balcony,price_per_sqft,price
Super built-up  Area,Ready To Move,Kundalahalli,3,1724.0,3.0,2.0,7192.5754060324825,124.0
Plot  Area,Ready To Move,Jalahalli,4,1200.0,4.0,0.0,7500.0,90.0
Super built-up  Area,Ready To Move,Venkatadri Layout,1,600.0,1.0,1.0,7166.666666666667,43.0
Super built-up  Area,Ready To Move,KR Puram,3,1930.0,2.0,2.0,3000.0,57.9
Super built-up  Area,18-Dec,Whitefield,2,1216.0,2.0,1.0,6167.763157894737,75.0
Built-up  Area,Ready To Move,KR Puram,3,1452.0,3.0,3.0,4132.231404958678,60.0
Super built-up  Area,Ready To Move,Whitefield,2,1355.0,2.0,3.0,5756.457564575646,78.0
Built-up  Area,Ready To Move,HMT Layout,4,7500.0,4.0,2.0,5666.666666666667,425.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,2145.0,3.0,3.0,8857.808857808857,190.0
Super built-up  Area,Ready To Move,Bommanahalli,2,957.0,2.0,1.0,5538.1400208986415,53.0
Built-up  Area,Ready To Move,Shantiniketan Layout,2,925.0,2.0,2.0,5189.189189189189,48.0
Super built-up  Area,Ready To Move,Bellandur,2,1550.0,2.0,3.0,3806.451612903226,59.0
Plot  Area,Ready To Move,Yelahanka New Town,4,4000.0,2.0,1.0,22475.0,899.0
Plot  Area,20-Jul,Kanakpura Road,3,2100.0,3.0,2.0,6666.666666666667,140.0
Super built-up  Area,21-Dec,Bannerghatta Road,2,1115.0,2.0,1.0,5470.85201793722,61.0
Super built-up  Area,Ready To Move,Yelahanka,3,1692.0,3.0,2.0,4905.437352245863,83.0
Super built-up  Area,Ready To Move,Baba Nagar,2,1100.0,2.0,2.0,4727.272727272727,52.0
Super built-up  Area,Ready To Move,Hormavu,3,1385.0,2.0,2.0,4981.949458483755,69.0
Super built-up  Area,Ready To Move,Hosa Road,1,760.0,1.0,1.0,3276.315789473684,24.9
Super built-up  Area,19-Dec,Electronics City Phase 1,2,1335.0,2.0,2.0,5018.7265917603,67.0
Super built-up  Area,Ready To Move,Bommanahalli,2,910.0,2.0,1.0,4945.054945054945,45.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1610.0,2.0,2.0,3416.1490683229813,55.0
Super built-up  Area,19-Mar,Hennur Road,2,1341.0,2.0,1.0,5649.515287099181,75.76
Plot  Area,Ready To Move,Kurubarahalli,3,1200.0,3.0,0.0,5833.333333333333,70.0
Super built-up  Area,Ready To Move,Uttarahalli,3,1285.0,2.0,2.0,3500.3891050583657,44.98
Super built-up  Area,Ready To Move,HAL 2nd Stage,3,2100.0,3.0,2.0,12000.0,252.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1679.0,3.0,2.0,5487.194758784991,92.13
Built-up  Area,Ready To Move,Puttappa Layout,4,2675.0,4.0,2.0,10841.121495327103,290.0
Built-up  Area,Ready To Move,"Ananthanagar Phase 1,Electronic City , phase 2",2,1016.0,2.0,1.0,4517.716535433071,45.9
Built-up  Area,Ready To Move,Banashankari Stage II,4,1500.0,2.0,0.0,43333.333333333336,650.0
Plot  Area,Ready To Move,Palace Guttahalli,3,660.0,2.0,1.0,15151.515151515152,100.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,2448.0,3.0,2.0,16339.869281045752,400.0
Super built-up  Area,18-Jul,8th Phase JP Nagar,1,500.0,1.0,1.0,6200.0,31.0
Super built-up  Area,Ready To Move,Ngef Layout,3,1800.0,3.0,2.0,4888.888888888889,88.0
Super built-up  Area,Ready To Move,Whitefield,2,1255.0,2.0,3.0,6135.4581673306775,77.0
Super built-up  Area,18-Dec,Hennur Road,2,1040.0,2.0,2.0,4807.692307692308,50.0
Super built-up  Area,Ready To Move,Kattigenahalli,2,1062.0,2.0,2.0,4425.612052730697,47.0
Super built-up  Area,19-Dec,Varthur Road,2,805.5,2.0,0.0,2399.7517070142767,19.33
Super built-up  Area,Ready To Move,Hosur Road,2,950.0,2.0,1.0,6315.789473684211,60.0
Super built-up  Area,18-May,Whitefield,2,1216.0,2.0,1.0,6003.289473684211,73.0
Super built-up  Area,Ready To Move,HSR Layout,2,1300.0,2.0,2.0,7538.461538461538,98.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,1390.0,2.0,2.0,4676.258992805755,65.0
Super built-up  Area,19-Jul,Yelahanka,2,1033.0,2.0,1.0,5090.0290416263315,52.58
Super built-up  Area,19-Dec,Yelahanka,2,1390.0,2.0,2.0,4698.561151079137,65.31
Super built-up  Area,Ready To Move,Jalahalli,2,1020.0,2.0,1.0,5098.0392156862745,52.0
Super built-up  Area,19-Dec,Whitefield,1,709.0,1.0,0.0,4899.153737658674,34.735
Super built-up  Area,18-Oct,Whitefield,2,1140.0,2.0,2.0,3947.3684210526317,45.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1,670.0,1.0,1.0,5500.0,36.85
Super built-up  Area,18-Jul,Bhoganhalli,4,2171.0,4.0,2.0,5112.851220635652,111.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1136.0,2.0,1.0,4225.352112676056,48.0
Built-up  Area,Ready To Move,Doddakannelli,3,1477.0,2.0,2.0,5416.384563303995,80.0
Super built-up  Area,Ready To Move,KR Puram,2,1001.0,2.0,2.0,2997.002997002997,30.0
Super built-up  Area,19-Dec,Yelahanka,2,1040.0,2.0,1.0,4698.076923076923,48.86
Super built-up  Area,Ready To Move,Garudachar Palya,2,1060.0,2.0,1.0,4575.471698113208,48.5
Super built-up  Area,Ready To Move,Sarjapur,2,1240.0,2.0,1.0,3572.5806451612902,44.3
Super built-up  Area,Ready To Move,Byadarahalli,4,3500.0,5.0,2.0,12857.142857142857,450.0
Super built-up  Area,Ready To Move,Doddabommasandra,9,42000.0,8.0,3.0,416.6666666666667,175.0
Super built-up  Area,20-Dec,Varthur,2,1070.0,2.0,2.0,4299.065420560748,46.0
Built-up  Area,Ready To Move,Electronic City Phase II,2,1253.0,2.0,1.0,5251.3966480446925,65.8
Super built-up  Area,Ready To Move,Whitefield,2,1190.0,2.0,2.0,5042.016806722689,60.0
Super built-up  Area,Ready To Move,Whitefield,2,1312.0,2.0,2.0,4192.073170731707,55.0
Built-up  Area,Ready To Move,KR Puram,2,750.0,2.0,0.0,5333.333333333333,40.0
Built-up  Area,Ready To Move,Koramangala,3,1615.0,3.0,2.0,7120.743034055728,115.0
Built-up  Area,Ready To Move,Marathahalli,2,1095.0,2.0,1.0,5479.45205479452,60.0
Super built-up  Area,Ready To Move,Whitefield,3,1745.0,3.0,3.0,5730.659025787965,100.0
Super built-up  Area,Ready To Move,Rachenahalli,2,1050.0,2.0,2.0,5000.0,52.5
Plot  Area,Ready To Move,4th T block Jayanagar,4,2080.0,4.0,2.0,21153.846153846152,440.0
Super built-up  Area,Ready To Move,Thanisandra,2,1220.0,2.0,1.0,3655.7377049180327,44.6
Super built-up  Area,Ready To Move,Kempegowda Nagar,3,1793.0,3.0,2.0,5465.699944227552,98.0
Super built-up  Area,Ready To Move,Uttarahalli,2,1100.0,1.0,2.0,4090.909090909091,45.0
Super built-up  Area,Ready To Move,Yelahanka New Town,2,1385.0,2.0,3.0,4693.140794223827,65.0
Super built-up  Area,Ready To Move,Begur Road,2,1200.0,2.0,2.0,3750.0,45.0
Super built-up  Area,Ready To Move,Haralur Road,3,2017.0,2.0,2.0,6197.322756569162,125.0
Super built-up  Area,Ready To Move,Attibele,1,400.0,1.0,1.0,2500.0,10.0
Super built-up  Area,18-Apr,Bellandur,3,1400.0,2.0,2.0,3200.714285714286,44.81
Super built-up  Area,Ready To Move,Bethel Nagar,2,960.0,2.0,1.0,3437.5,33.0
Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2.0,1.0,4177.777777777777,47.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1551.0,2.0,2.0,3868.4719535783365,60.0
Plot  Area,Ready To Move,BTM Layout,4,600.0,4.0,2.0,20333.333333333332,122.0
Built-up  Area,18-Apr,Whitefield,4,3200.0,4.0,3.0,7000.0,224.0
Super built-up  Area,Ready To Move,Marathahalli,2,1060.0,2.0,1.0,4528.301886792453,48.0
Super built-up  Area,Ready To Move,Bharathi Nagar,2,1384.0,2.0,2.0,4263.005780346821,59.0
Super built-up  Area,Ready To Move,Byagadadhenahalli,2,620.0,2.0,1.0,3709.6774193548385,23.0
Super built-up  Area,18-Jun,Bommasandra,2,1005.0,2.0,1.0,3957.213930348259,39.77
Plot  Area,Ready To Move,Sarakki Nagar,3,1200.0,3.0,2.0,10666.666666666666,128.0
Built-up  Area,Ready To Move,Kirloskar Layout,3,1400.0,3.0,2.0,2500.0,35.0
Super built-up  Area,Ready To Move,HSR Layout,3,2400.0,3.0,3.0,3666.6666666666665,88.0
Super built-up  Area,Ready To Move,Whitefield,2,1096.0,2.0,1.0,3558.394160583942,39.0
Super built-up  Area,Ready To Move,Kaggadasapura,2,1180.0,1.0,0.0,4237.28813559322,50.0
Super built-up  Area,Ready To Move,Uttarahalli,3,1300.0,2.0,1.0,3615.3846153846152,47.0
Plot  Area,18-Apr,tc.palya,2,1020.0,2.0,1.0,6078.431372549019,62.0
Plot  Area,Ready To Move,Margondanahalli,2,600.0,2.0,0.0,5833.333333333333,35.0
Super built-up  Area,Ready To Move,Dollar Scheme Colony,4,3563.0,6.0,1.0,8700.533258490037,310.0
Super built-up  Area,Ready To Move,Konanakunte Cross,2,1165.0,2.0,2.0,4034.3347639484978,47.0
Super built-up  Area,18-Mar,Bellandur,3,1685.0,3.0,3.0,5934.718100890208,100.0
Super built-up  Area,Ready To Move,Balagere,2,1210.0,2.0,1.0,6859.504132231405,83.0
Super built-up  Area,Ready To Move,Kammasandra,2,1030.0,1.0,2.0,2500.0,25.75
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2,1100.0,2.0,2.0,3954.5454545454545,43.5
Super built-up  Area,20-Dec,Jakkur,3,1482.0,3.0,2.0,5802.968960863698,86.0
Super built-up  Area,Ready To Move,Hebbal,2,1344.0,2.0,1.0,8035.714285714285,108.0
Super built-up  Area,18-Jun,Kothannur,3,1275.0,2.0,2.0,3121.56862745098,39.8
Plot  Area,Ready To Move,Vidyaranyapura,3,462.0,3.0,2.0,8225.108225108224,38.0
Super built-up  Area,Ready To Move,Omarbagh Layout,4,3300.0,5.0,3.0,9636.363636363636,318.0
Super built-up  Area,Ready To Move,Panathur,2,1210.0,2.0,2.0,7024.793388429752,85.0
Super built-up  Area,19-Jun,Hebbal,3,1320.0,3.0,3.0,17121.21212121212,226.0
Super built-up  Area,19-Mar,Hosa Road,3,1532.0,3.0,2.0,6405.352480417754,98.13
Super built-up  Area,Ready To Move,JP Nagar,2,1245.0,2.0,2.0,8835.341365461847,110.0
Super built-up  Area,Ready To Move,Nagarbhavi,2,1212.0,2.0,2.0,4125.412541254125,50.0
Super built-up  Area,18-Oct,Sarjapur  Road,2,1230.0,2.0,1.0,5284.552845528456,65.0
Plot  Area,Ready To Move,Indira Nagar,5,1000.0,5.0,2.0,18000.0,180.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3,2257.0,3.0,2.0,7044.749667700487,159.0
Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,1.0,5248.796147672553,65.4
Super built-up  Area,Ready To Move,Gunjur,2,1080.0,2.0,2.0,3796.296296296296,41.0
Super built-up  Area,Ready To Move,Varthur,3,1360.0,2.0,3.0,6250.0,85.0
Super built-up  Area,Ready To Move,Yelenahalli,2,1260.0,2.0,2.0,3800.0,47.88
Built-up  Area,Ready To Move,Kengeri Satellite Town,4,1200.0,3.0,0.0,9166.666666666666,110.0
Plot  Area,Ready To Move,anjananager magdi road,3,1200.0,3.0,1.0,13750.0,165.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,950.0,2.0,1.0,4105.263157894737,39.0
Super built-up  Area,Ready To Move,Nagarbhavi,2,1020.0,2.0,2.0,5392.156862745098,55.0
Super built-up  Area,18-May,Electronic City Phase II,3,1400.0,2.0,2.0,2888.5714285714284,40.44
Plot  Area,Ready To Move,Kodipalya,4,1440.0,4.0,0.0,6111.111111111111,88.0
Built-up  Area,Ready To Move,Huskur,6,800.0,6.0,2.0,9375.0,75.0
Super built-up  Area,18-Sep,KR Puram,3,1462.5,2.0,2.0,4294.7008547008545,62.81
Super built-up  Area,18-May,Electronics City Phase 1,2,1175.0,2.0,1.0,5872.340425531915,69.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1185.0,2.0,1.0,3389.8734177215188,40.17
Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,3,2250.0,3.0,1.0,5022.222222222223,113.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1178.0,2.0,2.0,3432.088285229202,40.43
Super built-up  Area,Ready To Move,Ulsoor,4,36000.0,4.0,2.0,1250.0,450.0
Super built-up  Area,Ready To Move,Whitefield,1,825.0,1.0,1.0,5442.424242424242,44.9
Super built-up  Area,18-May,Madiwala,3,1250.0,3.0,2.0,3440.0,43.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1113.12,2.0,2.0,4941.066551674573,55.0
Super built-up  Area,Ready To Move,2nd Block Jayanagar,3,1718.0,3.0,3.0,12980.209545983702,223.0
Super built-up  Area,Ready To Move,Gottigere,2,1010.0,2.0,1.0,3465.3465346534654,35.0
Plot  Area,Ready To Move,Syndicate Bank Colony,4,1500.0,4.0,3.0,16000.0,240.0
Plot  Area,Ready To Move,Rayasandra,1,540.0,1.0,1.0,3055.5555555555557,16.5
Super built-up  Area,18-May,Electronic City,2,1020.0,2.0,2.0,2888.235294117647,29.46
Super built-up  Area,18-Jun,Hosur Road,2,1194.0,2.0,1.0,6000.0,71.64
Plot  Area,Ready To Move,Vijayanagar,8,1470.0,6.0,2.0,20408.163265306124,300.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3,600.0,4.0,2.0,16666.666666666668,100.0
Super built-up  Area,Ready To Move,Electronic City,2,1108.0,2.0,1.0,6060.469314079423,67.15
Built-up  Area,Ready To Move,Hebbal,4,3895.0,2.0,1.0,11578.947368421053,451.0
Super built-up  Area,21-Jan,Kanakpura Road,2,700.0,2.0,1.0,4998.571428571428,34.99
Super built-up  Area,Ready To Move,Somasundara Palya,3,1600.0,3.0,3.0,4250.0,68.0
Super built-up  Area,Ready To Move,Nagarbhavi,3,1850.0,3.0,2.0,4864.864864864865,90.0
Super built-up  Area,Ready To Move,Tumkur Road,2,1250.0,2.0,2.0,2640.0,33.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,1,600.0,1.0,1.0,7166.666666666667,43.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1140.0,2.0,1.0,4321.929824561404,49.27
Super built-up  Area,Ready To Move,CQAL Layout,3,1200.0,2.0,2.0,6250.0,75.0
Super built-up  Area,Ready To Move,Nayandanahalli,2,985.0,2.0,1.0,5583.756345177665,55.0
Super built-up  Area,Ready To Move,Bellandur,2,982.0,2.0,2.0,5600.814663951121,55.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,1,600.0,1.0,0.0,3333.3333333333335,20.0
Super built-up  Area,Ready To Move,Old Madras Road,3,2640.0,5.0,1.0,5378.787878787879,142.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,1314.0,2.0,2.0,5235.920852359209,68.8
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3,1700.0,2.0,2.0,4029.4117647058824,68.5
Super built-up  Area,18-May,1st Phase JP Nagar,2,1077.0,2.0,2.0,8635.097493036212,93.0
Built-up  Area,Ready To Move,Chandapura,4,1891.0,2.0,2.0,3498.942358540455,66.165
Super built-up  Area,Ready To Move,Varanasi,5,2000.0,4.0,1.0,4950.0,99.0
Super built-up  Area,Ready To Move,DUO Layout,3,1643.0,3.0,2.0,4564.820450395618,75.0
Plot  Area,Ready To Move,Kengeri,3,1200.0,3.0,1.0,5583.333333333333,67.0
Super built-up  Area,Ready To Move,Abbigere,2,1020.0,2.0,1.0,4100.0,41.82
Built-up  Area,Ready To Move,Vittasandra,7,621.0,7.0,2.0,10305.958132045089,64.0
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3,1740.0,3.0,2.0,3160.919540229885,55.0
Super built-up  Area,18-May,GM Palaya,2,1225.0,2.0,2.0,3836.734693877551,47.0
Built-up  Area,Ready To Move,Thanisandra,3,1241.0,2.0,1.0,4915.390813859791,61.0
Super built-up  Area,Ready To Move,Hennur,2,1041.0,2.0,2.0,3900.0960614793466,40.6
Super built-up  Area,Ready To Move,Bommanahalli,2,1050.0,2.0,2.0,4380.952380952381,46.0
Super built-up  Area,18-Mar,Srinivas Colony,3,4400.0,3.0,1.0,20477.272727272728,901.0
Super built-up  Area,21-May,Kanakpura Road,2,1309.0,2.0,3.0,4919.022154316272,64.39
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,1128.0,2.0,2.0,3989.3617021276596,45.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1430.0,2.0,1.0,3496.5034965034965,50.0
Super built-up  Area,19-Dec,Old Madras Road,2,1065.0,2.0,1.0,4493.896713615023,47.86
Super built-up  Area,Ready To Move,OMBR Layout,2,1085.0,2.0,1.0,5898.617511520737,64.0
Plot  Area,Ready To Move,Vishveshwarya Layout,1,750.0,1.0,1.0,4000.0,30.0
Super built-up  Area,Ready To Move,Bellandur,2,981.0,2.0,2.0,3800.2038735983692,37.28
Carpet  Area,18-Dec,Bhoganhalli,4,1548.3,4.0,1.0,8331.71865917458,129.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,4,2302.0,4.0,2.0,13032.145960034752,300.0
Built-up  Area,Ready To Move,Kalyan nagar,3,1410.0,2.0,2.0,4255.31914893617,60.0
Super built-up  Area,19-Mar,Hosa Road,3,1525.84,3.0,1.0,7667.90751323861,117.0
Super built-up  Area,Ready To Move,Begur Road,2,1200.0,2.0,2.0,3550.0,42.6
Built-up  Area,Ready To Move,Sampangi Rama Nagar,2,1030.0,2.0,2.0,7766.9902912621355,80.0
Super built-up  Area,Ready To Move,BTM 1st Stage,3,1852.0,2.0,2.0,5129.589632829374,95.0
Built-up  Area,18-Dec,Electronic City,2,1160.0,2.0,1.0,2887.9310344827586,33.5
Built-up  Area,Ready To Move,Jigani,2,918.0,2.0,1.0,5337.690631808279,49.0
Plot  Area,Ready To Move,HRBR Layout,6,1200.0,6.0,3.0,20833.333333333332,250.0
Built-up  Area,Ready To Move,JP Nagar,3,1150.0,2.0,2.0,4339.130434782609,49.9
Super built-up  Area,Ready To Move,Indira Nagar,3,2700.0,3.0,2.0,12000.0,324.0
Built-up  Area,18-Mar,Moodalapalya,2,1150.0,2.0,2.0,6000.0,69.0
Super built-up  Area,Ready To Move,Whitefield,2,1227.0,2.0,2.0,4359.413202933985,53.49
Super built-up  Area,18-Dec,Hebbal,3,1255.0,3.0,2.0,6189.641434262949,77.68
Plot  Area,Ready To Move,Moodalapalya,6,840.0,8.0,0.0,14285.714285714286,120.0
Super built-up  Area,Ready To Move,Panathur,2,1198.0,2.0,1.0,6844.741235392321,82.0
Plot  Area,Ready To Move,Devarachikkanahalli,3,1200.0,3.0,1.0,13333.333333333334,160.0
Built-up  Area,Ready To Move,Nelamangala,4,2600.0,3.0,1.0,3653.846153846154,95.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,797.0,2.0,1.0,4015.056461731493,32.0
Built-up  Area,Ready To Move,Nayandanahalli,3,1350.0,2.0,3.0,5037.037037037037,68.0
Built-up  Area,Ready To Move,Sahakara Nagar,4,2500.0,4.0,2.0,8000.0,200.0
Super built-up  Area,Ready To Move,Thigalarapalya,3,2215.0,4.0,2.0,7223.476297968397,160.0
Super built-up  Area,21-Dec,Kanakpura Road,1,525.0,1.0,1.0,5714.285714285715,30.0
Super built-up  Area,Ready To Move,Bannerghatta Road,4,2700.0,4.0,3.0,9629.62962962963,260.0
Super built-up  Area,Ready To Move,Gokaula Extension,3,1500.0,2.0,1.0,6000.0,90.0
Plot  Area,Ready To Move,Subash Nagar,2,900.0,2.0,0.0,6111.111111111111,55.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,1355.0,2.0,3.0,4300.369003690037,58.27
Super built-up  Area,Ready To Move,Kudlu Gate,3,1465.0,2.0,2.0,3400.0,49.81
Plot  Area,Ready To Move,Ramamurthy Nagar,2,1006.0,2.0,1.0,5666.003976143141,57.0
Built-up  Area,Ready To Move,Vishveshwarya Layout,4,2000.0,4.0,1.0,3750.0,75.0
Super built-up  Area,18-Aug,Electronic City,2,1128.0,2.0,1.0,5824.468085106383,65.7
Built-up  Area,Ready To Move,Pattanagere,2,850.0,2.0,0.0,4117.64705882353,35.0
Super built-up  Area,Ready To Move,ISRO Layout,3,1310.0,2.0,3.0,5190.839694656489,68.0
Super built-up  Area,Ready To Move,Banashankari,2,1390.0,2.0,2.0,6187.050359712231,86.0
Super built-up  Area,Ready To Move,Kathriguppe,3,1390.0,2.0,2.0,5500.0,76.45
Plot  Area,Ready To Move,Marathahalli,4,2396.0,4.0,2.0,13564.273789649416,325.0
Super built-up  Area,Ready To Move,Electronic City,2,1170.0,2.0,1.0,2820.5128205128203,33.0
Super built-up  Area,Ready To Move,Gottigere,3,1385.0,2.0,2.0,3610.1083032490974,50.0
Super built-up  Area,Ready To Move,Old Madras Road,2,1160.0,2.0,1.0,3620.689655172414,42.0
Super built-up  Area,18-May,Electronic City Phase II,2,1160.0,2.0,1.0,2887.9310344827586,33.5
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1200.0,2.0,2.0,5750.0,69.0
Super built-up  Area,Ready To Move,Mahadevpura,2,1475.0,2.0,2.0,3728.813559322034,55.0
Built-up  Area,20-Jul,Sarjapur  Road,3,1939.0,3.0,0.0,5054.151624548736,98.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,850.0,2.0,2.0,4941.176470588235,42.0
Built-up  Area,17-May,Balagere,1,675.0,1.0,1.0,6666.666666666667,45.0
Built-up  Area,Ready To Move,Electronic City,2,1060.0,2.0,1.0,4811.320754716981,51.0
Super built-up  Area,18-Jun,Whitefield,2,1235.0,2.0,2.0,3805.668016194332,47.0
Plot  Area,18-May,RTO ullalu,2,600.0,4.0,1.0,18333.333333333332,110.0
Super built-up  Area,Ready To Move,Austin Town,2,1250.0,2.0,1.0,4800.0,60.0
Super built-up  Area,Ready To Move,Banashankari,2,1460.0,2.0,3.0,4794.520547945205,70.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1690.0,3.0,2.0,5029.585798816568,85.0
Built-up  Area,Ready To Move,Indira Nagar,1,850.0,1.0,2.0,6705.882352941177,57.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1843.0,3.0,2.0,4449.267498643516,82.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1680.0,3.0,2.0,6964.285714285715,117.0
Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,1.0,8022.9226361031515,84.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2,1100.0,2.0,2.0,3181.818181818182,35.0
Plot  Area,Ready To Move,Indira Nagar,8,3250.0,8.0,1.0,18461.53846153846,600.0
Super built-up  Area,Ready To Move,Nagarbhavi,2,1120.0,2.0,3.0,4732.142857142857,53.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1095.0,2.0,2.0,3500.4566210045664,38.33
Super built-up  Area,19-Oct,Carmelaram,2,970.0,2.0,2.0,3608.2474226804125,35.0
Plot  Area,Ready To Move,Bommanahalli,5,1200.0,7.0,2.0,10416.666666666666,125.0
Built-up  Area,Ready To Move,Hosa Road,3,1100.0,2.0,3.0,7727.272727272727,85.0
Super built-up  Area,Ready To Move,Uttarahalli,3,1685.0,3.0,2.0,5044.510385756676,85.0
Built-up  Area,Ready To Move,Doddanekundi,2,1148.0,2.0,1.0,5139.3728222996515,59.0
Built-up  Area,Ready To Move,Marathahalli,2,1050.0,2.0,1.0,6190.476190476191,65.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1465.0,2.0,1.0,5187.713310580205,76.0
Plot  Area,Ready To Move,Kothanur,4,3401.0,5.0,2.0,6762.7168479858865,230.0
Built-up  Area,17-Dec,Electronic City,1,630.0,1.0,1.0,9523.809523809523,60.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1850.0,3.0,1.0,8108.108108108108,150.0
Plot  Area,Ready To Move,Vidyaranyapura,9,1200.0,9.0,2.0,14583.333333333334,175.0
Built-up  Area,Ready To Move,Cottonpet,4,1750.0,2.0,1.0,12857.142857142857,225.0
Built-up  Area,Ready To Move,Shikaripalya,3,1350.0,3.0,1.0,4444.444444444444,60.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,1760.0,3.0,2.0,9090.90909090909,160.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2,1440.0,2.0,2.0,12847.222222222223,185.0
Super built-up  Area,Ready To Move,Banashankari Stage III,2,1200.0,2.0,0.0,3500.0,42.0
Built-up  Area,Ready To Move,Hennur Bande,2,1100.0,2.0,1.0,7090.909090909091,78.0
Built-up  Area,Ready To Move,Kaggadasapura,2,1140.0,2.0,2.0,4035.0877192982457,46.0
Super built-up  Area,19-Aug,Hormavu,3,1617.5,3.0,0.0,4549.922720247295,73.595
Super built-up  Area,Ready To Move,Gottigere,2,1410.0,2.0,2.0,3191.4893617021276,45.0
Super built-up  Area,Ready To Move,Mahadevpura,3,1434.0,2.0,1.0,4699.442119944212,67.39
Plot  Area,Ready To Move,"ravindra nagar, T.dasarahalli peenya",2,1180.0,2.0,2.0,6271.186440677966,74.0
Super built-up  Area,Ready To Move,EPIP Zone,2,1343.0,2.0,2.0,6403.574087862993,86.0
Built-up  Area,Ready To Move,LB Shastri Nagar,2,1184.0,2.0,1.0,5827.7027027027025,69.0
Super built-up  Area,Ready To Move,Koramangala,3,2246.0,3.0,0.0,13357.079252003561,300.0
Built-up  Area,Ready To Move,Rajankunte,3,4510.0,4.0,3.0,4434.589800443459,200.0
