area_type,availability,location,bhk,total_sqft,bath,balcony,price,latitude,longitude,distance_school_km,distance_hospital_km,distance_college_km,distance_bus_stop_km,distance_railway_station_km,distance_shopping_km,distance_bank_km,distance_park_km
Super built-up  Area,18-Dec,Balagere,2,1012.0,2.0,1.0,64.0,12.9377243,77.7280705,5.148120307218187,5.718074927553252,6.531544402098053,5.190122890314537,8.810653177099297,5.369814016765573,5.5412592352741585,4.844837452546572
Super built-up  Area,18-Aug,Whitefield,2,1216.0,2.0,1.0,69.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Electronic City Phase II,2,1065.0,2.0,1.0,56.13,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,19-Mar,Thanisandra,3,1411.0,3.0,1.0,93.15,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Haralur Road,2,1245.0,2.0,3.0,62.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Super built-up  Area,Ready To Move,Vidyaranyapura,2,1000.0,2.0,1.0,35.0,13.0766407,77.5577315,0.0882323530858236,0.05685877383628992,1.4120667202380859,0.055928298244752137,2.474773553023296,0.15971310829903,0.055639262291779894,0.1982252439022431
Super built-up  Area,18-Mar,Panathur,3,1580.0,3.0,0.0,71.89,12.9351457,77.7047541,2.874504606630623,3.2021952038097474,4.104634264131934,2.666872910040242,7.775718562986219,3.0763434121921973,3.0290417933650517,2.307142390514006
Super built-up  Area,Ready To Move,Subramanyapura,3,1800.0,3.0,2.0,90.0,12.8992578,77.5321721,0.4096688694628488,1.323938037161897,1.3656828379565205,0.5123876054088272,2.7600733833225775,1.3795833724561541,1.298733644775082,0.2808220267633925
Super built-up  Area,Ready To Move,Kasavanhalli,3,1494.0,3.0,2.0,82.0,12.9047595,77.6759172,1.0060713280708131,0.20784634631327456,1.021387060679054,0.013608615869114292,4.293022625742665,0.3553304241600829,0.0,0.25553982061653996
Super built-up  Area,Ready To Move,Mysore Road,2,883.0,2.0,1.0,45.0,12.9466619,77.5300896,0.5788115128967158,0.6618190101281162,1.1682124931747089,0.033568524770681146,0.009775817562846775,0.8890074312899762,0.5621645029464717,0.4358245136779913
Built-up  Area,Ready To Move,Old Airport Road,4,3200.0,4.0,2.0,280.0,12.960474,77.6424673,0.2627154099597364,0.28290533880301383,0.5033753381015188,0.02924509261983254,2.0281502032272827,0.45449736818022585,0.08836112542763697,0.13981472114521834
Super built-up  Area,Ready To Move,Yeshwanthpur,2,1240.0,2.0,2.0,80.0,13.0176937,77.5555009,0.32013667855034955,0.38314985707260835,0.2277449353069229,0.19395800954729434,0.375797669365174,0.6313591581985624,0.2753812414499764,0.21800240390908213
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2,1213.0,2.0,1.0,63.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Hegde Nagar,3,1835.0,3.0,3.0,88.0,13.0720352,77.6333905,0.4321527354137623,0.2177405617128841,0.27254484577683974,0.03558517451058777,5.800058696826071,0.8076694115370113,0.5588373906820664,0.44647587898652
Super built-up  Area,Ready To Move,Bannerghatta Road,4,2932.0,5.0,2.0,195.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Built-up  Area,Ready To Move,Whitefield,4,3425.0,5.0,2.0,250.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,Gottigere,2,945.0,2.0,0.0,45.0,12.8565317,77.5877237,0.20865201601987604,0.23137565644291708,0.19795555094513512,0.1272264508834801,4.515055141140823,0.29469876786531657,1.5463185635315648,0.3019174139560736
Super built-up  Area,Ready To Move,Harlur,3,1755.0,3.0,2.0,130.0,12.9058923,77.675465,0.8953871776661144,0.1502020767947646,1.1374580254772728,0.1232812149298509,4.311545495149283,0.30072485042012304,0.13516111564385733,0.37364082631569284
Super built-up  Area,Ready To Move,Vijayanagar,3,1760.0,3.0,2.0,140.0,12.9709537,77.5373851,0.16281187862795848,0.047691312375988885,0.09991183778119371,0.09835327346976602,0.002105562150760798,0.24984190361451955,0.06316133283340199,0.17880533627051373
Super built-up  Area,19-Dec,Electronics City Phase 1,3,1450.0,3.0,2.0,72.54,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,1000.0,2.0,0.0,48.0,12.9010682,77.5859397,0.10741002827396735,0.324950281884601,1.0913066359774524,0.0,1.5606919415940046,0.10125921993976947,0.003826154327605888,0.5642989789766067
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2,1178.0,2.0,1.0,75.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Plot  Area,18-Aug,Hulimavu,4,1500.0,4.0,3.0,192.0,12.8773486,77.6028031,0.026806895487796113,0.7976716289722167,0.5831084669087383,0.03598260592878961,4.107935562671974,0.5924276201088078,0.1467775569961667,0.7046970557706401
Super built-up  Area,18-Mar,Bellandur,3,2000.0,3.0,2.0,85.0,12.9320495,77.6842915,0.9053721930652706,1.0441146887786372,2.1314748734903795,0.5342334108734272,6.597646540744297,1.1633679873462555,0.9016793045929402,0.2517869492217202
Plot  Area,Ready To Move,Dasarahalli,3,2400.0,2.0,1.0,152.0,13.0432607,77.5125535,0.727290085394469,0.15439513593137752,0.7709265414083282,0.06007366667790614,0.0,0.6175172167994243,0.10318733108950069,0.2505281537592479
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1700.0,3.0,3.0,108.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Built-up  Area,Ready To Move,Jigani,3,1200.0,3.0,2.0,65.0,12.7756195,77.6324661,1.2586779069311487,0.5147028168435271,2.5487510934900977,1.270089739104719,7.962301260589014,5.8036422686620615,3.689959640928622,1.2306760308695
Built-up  Area,Ready To Move,Whitefield,3,3000.0,3.0,2.0,400.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,Kanakpura Road,3,1737.0,3.0,3.0,85.0,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Super built-up  Area,Ready To Move,CV Raman Nagar,2,1560.0,2.0,2.0,85.0,12.9855509,77.668072,0.30008893353268357,0.6197536235335451,1.8151096669570843,0.4525172465286624,1.2199729051107155,0.0945665559897666,0.0,0.2920666591854569
Super built-up  Area,Ready To Move,Kambipura,2,883.0,2.0,1.0,44.0,12.8822711,77.4606466,1.2701446985648521,1.3406825379915799,0.6744263420885231,0.2098459212554758,1.6785698704168923,0.5455827874970192,4.096868428382308,0.28382637143053513
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,750.0,2.0,1.0,33.0,12.9229728,77.4842926,0.5062297808577367,0.19799795420148733,0.8896133615391597,0.13004628098036985,0.5939245225932075,0.211344711423997,0.09949190550009841,0.11638266008441121
Super built-up  Area,Ready To Move,Brookefield,4,2400.0,3.0,3.0,140.0,12.9652094,77.717936,3.803310091535011,4.099293708172103,5.503546416429102,3.8059614057432536,5.823794439570654,3.8148660011531454,3.851540791660917,3.864836782316243
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1850.0,3.0,2.0,155.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Built-up  Area,Ready To Move,Hennur Road,3,1831.0,3.0,1.0,110.0,13.0377061,77.6303636,0.473530847830793,0.3821074170661665,0.5580314319572223,0.35389542583778133,3.552063019933313,0.8905854431412655,0.46861155678275396,0.35016381955358955
Built-up  Area,18-Jul,Electronic City Phase II,3,1320.0,2.0,1.0,38.13,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1272.5,2.0,0.0,40.72,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,1000.0,2.0,1.0,61.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Budigere,3,1820.0,3.0,2.0,85.4,13.1351506,77.7471989,6.857491164327816,8.108285918120092,8.915389404204918,7.533472050036478,11.386405331119738,8.329385531813823,8.90514886228406,6.876895037182255
Plot  Area,18-May,TC Palaya,3,1500.0,3.0,0.0,83.0,13.0105743,77.6932572,0.986814937767086,1.3530511724247936,1.5229589431250345,1.1106317848949365,2.0639680314499063,1.5158121117253565,1.4864737683415257,1.0422244073452611
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,360.0,1.0,0.0,16.9,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,Ready To Move,Kadugodi,1,925.0,1.0,0.0,40.7,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,21-Dec,Electronic City,2,1140.0,2.0,1.0,70.93,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Devarachikkanahalli,2,947.0,2.0,2.0,43.0,12.8931539,77.6219724,0.23613605574750288,0.24188159704838658,1.178082040218773,0.4494674896334166,1.4422467548807025,0.5189078291953547,0.5279565517447182,0.8691765071545874
Super built-up  Area,Ready To Move,Kalena Agrahara,2,1120.0,2.0,2.0,40.0,12.8658068,77.5911918,0.35160225792598515,0.8962946840071055,0.1257904822159696,0.06985893351805339,4.024084225424872,0.6995801685323361,0.7181445481523089,0.2721988761748449
Super built-up  Area,Ready To Move,Kaggadasapura,3,1805.0,2.0,2.0,75.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,Ready To Move,Uttarahalli,3,1560.0,3.0,3.0,74.0,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Super built-up  Area,Ready To Move,Arekere,3,2060.0,3.0,2.0,150.0,12.8872086,77.5960493,0.29741453796130196,0.5485864565653794,0.12257165517639337,0.08957287273138911,2.977571858052769,0.39479554372564796,0.18046759235113208,0.372330835325999
Super built-up  Area,Ready To Move,Koramangala,3,1716.0,2.0,0.0,115.0,12.9357366,77.624081,0.2675297796359485,0.20332661142379993,0.39323713217912043,0.11653633393097329,2.1637181977930284,0.11300208101065098,0.10598445702224675,0.25588066266174647
Super built-up  Area,Ready To Move,Harlur,3,1864.0,3.0,1.0,140.0,12.9058923,77.675465,0.8953871776661144,0.1502020767947646,1.1374580254772728,0.1232812149298509,4.311545495149283,0.30072485042012304,0.13516111564385733,0.37364082631569284
Built-up  Area,Ready To Move,Electronics City Phase 1,1,638.0,1.0,1.0,32.0,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,18-Dec,Chandapura,2,937.0,2.0,1.0,30.0,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Plot  Area,Ready To Move,Whitefield,4,4003.0,6.0,1.0,525.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,17-May,Whitefield,2,1100.0,2.0,1.0,37.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Horamavu Agara,2,1060.0,2.0,1.0,37.0,13.037817,77.6504617,0.3442813017652607,0.8518749091307614,0.7178634840434293,0.0,3.181734190535133,1.2635865830508595,1.3163816747351718,0.5572729207284804
Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,1.0,91.0,12.977594,77.7155586,3.4372585651990435,3.61257513853477,4.489068646575115,3.7374338766290265,4.796446676406811,3.732445900028872,3.759748905277583,3.4203216346358287
Built-up  Area,Ready To Move,Basaveshwara Nagar,2,1200.0,2.0,2.0,80.0,12.9932739,77.5388099,0.0794923622476234,0.038577308557687755,0.07788842444466747,0.15277527778350328,1.425198113016314,0.5854625120546519,0.2091954626274077,0.2533598691555182
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1420.0,2.0,2.0,75.0,13.0985378,77.5656142,0.5569682068188957,0.19792030381618067,0.8270087041858157,0.23760923351486987,2.935581932817309,0.2509835001185981,0.09590524300909908,0.5055643239727937
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1539.0,3.0,2.0,85.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Kasavanhalli,3,1555.0,3.0,3.0,82.0,12.9047595,77.6759172,1.0060713280708131,0.20784634631327456,1.021387060679054,0.013608615869114292,4.293022625742665,0.3553304241600829,0.0,0.25553982061653996
Super built-up  Area,Ready To Move,Electronic City Phase II,2,920.0,2.0,2.0,26.0,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,Ready To Move,OMBR Layout,3,1855.0,3.0,2.0,145.0,13.0082113,77.652778,0.19929682426502868,0.22977949505573797,0.17741688276549603,0.04182160004053635,1.1603623684593551,0.3085630185147627,0.38548612518325504,0.3320301115849267
Super built-up  Area,18-Mar,Kundalahalli,3,1724.0,3.0,1.0,146.0,12.977594,77.7155586,3.4372585651990435,3.61257513853477,4.489068646575115,3.7374338766290265,4.796446676406811,3.732445900028872,3.759748905277583,3.4203216346358287
Super built-up  Area,Ready To Move,Uttarahalli,3,1250.0,2.0,1.0,50.0,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Super built-up  Area,Ready To Move,Sanjay nagar,3,1450.0,3.0,2.0,75.0,12.9578658,77.6958748,1.801737662017328,2.2815662089982873,3.4503568372524107,1.5074578394044118,5.0734176782702605,1.7596683917667755,1.6585209432603962,2.3153445716884473
Built-up  Area,Ready To Move,Haralur Road,2,1140.0,2.0,2.0,58.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Super built-up  Area,21-Dec,Kanakpura Road,2,700.0,2.0,1.0,35.07,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Plot  Area,18-Jul,Whitefield,3,1200.0,3.0,1.0,56.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Yelahanka,2,1050.0,2.0,1.0,45.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1625.0,2.0,3.0,75.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,18-Dec,Whitefield,4,2856.0,5.0,0.0,157.5,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1489.0,2.0,3.0,82.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Haralur Road,2,1140.0,2.0,2.0,42.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Super built-up  Area,18-Feb,Panathur,2,1198.0,2.0,1.0,86.26,12.9351457,77.7047541,2.874504606630623,3.2021952038097474,4.104634264131934,2.666872910040242,7.775718562986219,3.0763434121921973,3.0290417933650517,2.307142390514006
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1550.0,2.0,2.0,69.75,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,1026.0,2.0,1.0,45.0,12.8966996,77.6124269,0.2217281762649595,0.263231686934159,0.9381071897836512,0.6305082102944936,2.1711529142171146,0.16640871234419272,0.4652359714803417,0.45102263678123566
